Previous_Crop,Soil_pH,Soil_Moisture,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Rainfall,Recommended_Next_Crop
Tomato,8.48,79.63,37,54,66,37.74,88.34,51.81,Cotton
Cotton,6.3,38.73,171,194,59,19.98,26.99,442.08,Peanut
Cotton,5.51,58.02,66,176,186,10.35,28.67,243.51,Peanut
Soybean,6.27,19.44,61,117,35,38.17,71.25,219.38,Wheat
Soybean,7.89,14.5,139,178,48,28.11,96.31,203.68,Wheat
Rice,5.32,42.96,29,186,178,33.98,57.27,182.51,Maize
Potato,8.31,56.31,86,133,106,42.01,96.85,263.0,Barley
Potato,5.87,41.42,192,107,7,28.94,95.05,302.27,Barley
Wheat,8.44,56.22,168,50,177,27.61,92.23,233.22,Soybean
Potato,7.85,51.21,147,37,40,20.17,92.79,448.32,Barley
Soybean,7.73,64.86,117,138,100,20.68,91.87,158.83,Wheat
Rice,5.77,61.96,5,179,112,37.88,85.59,289.16,Maize
Rice,4.54,43.94,74,92,108,25.72,75.6,149.98,Maize
Cotton,6.03,44.0,131,19,165,15.72,21.95,376.68,Peanut
Tomato,5.71,21.26,92,9,85,13.31,30.58,51.06,Cotton
Wheat,4.65,51.06,9,25,77,26.55,30.74,94.35,Soybean
Cotton,6.52,56.97,50,47,54,26.27,21.88,400.6,Peanut
Tomato,6.11,48.12,92,90,109,32.87,29.34,91.6,Cotton
Potato,7.04,36.06,37,113,195,26.49,93.58,312.87,Barley
Cotton,6.98,67.73,128,13,145,15.02,73.1,485.12,Peanut
Maize,4.98,15.97,135,99,64,27.77,44.97,261.45,Wheat
Potato,8.41,83.16,101,186,63,41.74,83.47,93.7,Barley
Tomato,5.25,11.65,80,11,139,15.58,59.07,160.35,Cotton
Wheat,6.28,86.99,82,115,117,34.14,31.37,411.73,Soybean
Tomato,6.45,46.99,190,122,168,30.79,90.76,175.83,Cotton
Cotton,7.75,43.01,160,22,41,36.2,47.09,361.76,Peanut
Cotton,4.9,30.52,142,84,116,15.27,75.91,388.68,Peanut
Barley,6.21,10.81,30,71,187,42.96,43.25,250.59,Potato
Wheat,7.01,31.98,20,166,49,31.73,60.01,391.61,Soybean
Peanut,5.36,18.75,130,121,163,39.65,85.3,158.45,Sugarcane
Potato,7.01,62.79,125,136,47,18.63,32.54,258.08,Barley
Rice,8.19,35.53,193,94,198,35.88,98.18,343.28,Maize
Wheat,8.49,71.37,34,24,72,37.34,25.62,84.04,Soybean
Rice,4.63,26.55,168,16,135,23.91,62.72,136.81,Maize
Wheat,5.44,82.02,186,169,152,23.44,93.28,326.02,Soybean
Wheat,5.74,51.84,143,28,134,33.02,95.66,327.68,Soybean
Tomato,6.1,19.16,183,187,105,13.27,38.57,246.65,Cotton
Wheat,5.47,42.07,44,66,7,35.75,31.52,397.79,Soybean
Barley,5.31,26.54,58,84,109,11.5,77.95,241.03,Potato
Peanut,8.32,25.97,177,56,30,16.67,23.36,440.66,Sugarcane
Cotton,8.17,50.51,11,71,11,33.25,58.82,367.95,Peanut
Sugarcane,4.69,63.75,139,13,126,13.44,83.71,157.35,Rice
Rice,5.86,82.93,32,38,56,44.01,64.82,197.63,Maize
Cotton,6.12,50.17,176,143,193,40.39,35.04,333.84,Peanut
Sugarcane,5.46,87.27,20,17,139,31.92,58.96,447.23,Rice
Peanut,7.02,85.33,59,74,26,38.67,93.7,89.35,Sugarcane
Peanut,7.06,79.21,51,101,45,41.07,69.38,257.33,Sugarcane
Rice,7.9,50.0,181,19,134,19.08,77.72,59.39,Maize
Rice,7.46,21.27,166,116,60,39.73,46.9,139.73,Maize
Peanut,6.67,27.43,176,173,185,16.82,35.08,342.99,Sugarcane
Sugarcane,7.11,61.81,122,116,57,24.47,40.45,38.87,Rice
Wheat,5.6,43.74,105,172,12,29.54,62.65,331.18,Soybean
Potato,6.87,21.74,191,3,180,34.99,42.42,450.41,Barley
Maize,6.46,48.32,99,83,99,11.05,63.36,484.69,Wheat
Cotton,5.03,11.39,153,147,192,20.17,76.62,108.32,Peanut
Tomato,5.47,68.71,70,138,48,31.3,78.75,374.45,Cotton
Cotton,5.67,15.89,134,113,34,22.51,33.17,463.19,Peanut
Tomato,8.2,60.33,199,64,93,37.13,80.03,45.68,Cotton
Sugarcane,5.42,73.44,61,145,94,32.81,73.82,207.01,Rice
Tomato,5.66,20.61,87,166,144,18.2,20.96,459.7,Cotton
Rice,5.98,51.49,23,43,71,15.11,24.71,101.39,Maize
Potato,7.15,72.33,39,117,194,32.02,71.7,466.88,Barley
Potato,4.97,30.85,75,99,122,25.77,50.7,263.6,Barley
Rice,8.32,23.03,174,17,9,15.91,31.69,49.95,Maize
Barley,7.96,36.95,135,174,161,21.42,23.55,224.94,Potato
Sugarcane,6.81,54.38,181,158,3,20.61,32.75,163.13,Rice
Barley,7.2,56.02,8,127,124,13.78,96.6,141.1,Potato
Barley,4.57,20.47,2,166,28,29.14,78.21,270.74,Potato
Cotton,5.86,46.61,181,37,45,36.73,62.22,241.8,Peanut
Peanut,7.68,31.46,20,174,173,30.14,95.32,240.98,Sugarcane
Cotton,4.81,77.36,94,197,76,38.92,69.53,44.07,Peanut
Peanut,5.63,35.09,175,135,58,14.46,78.05,401.16,Sugarcane
Maize,6.84,77.1,174,103,188,25.25,42.61,240.72,Wheat
Tomato,5.53,44.29,195,192,195,31.33,67.12,410.45,Cotton
Peanut,8.24,68.13,190,12,65,33.66,31.48,412.3,Sugarcane
Rice,5.02,50.8,15,54,161,34.35,52.36,158.57,Maize
Cotton,7.69,59.76,106,87,106,35.51,22.66,2.17,Peanut
Sugarcane,6.53,41.63,92,84,85,32.8,37.33,455.62,Rice
Tomato,7.5,71.46,132,108,132,13.3,25.99,380.35,Cotton
Maize,5.74,44.02,138,42,8,34.34,51.02,53.63,Wheat
Peanut,6.56,46.6,156,131,19,35.37,87.44,350.86,Sugarcane
Maize,7.93,51.41,78,70,148,44.77,50.23,10.01,Wheat
Sugarcane,6.37,76.55,69,187,126,34.27,86.53,13.88,Rice
Barley,5.94,62.75,47,11,16,34.04,72.52,262.91,Potato
Potato,6.64,37.93,14,58,11,28.02,60.76,48.02,Barley
Sugarcane,7.37,63.63,33,181,81,40.38,38.95,482.17,Rice
Soybean,6.27,61.39,59,43,66,44.89,93.77,446.92,Wheat
Sugarcane,8.26,84.48,189,15,132,37.27,24.34,324.91,Rice
Maize,5.68,77.31,1,133,187,31.44,75.11,31.85,Wheat
Rice,6.4,61.8,79,13,52,12.76,69.7,162.42,Maize
Cotton,7.53,37.32,18,114,179,35.44,55.28,185.86,Peanut
Rice,7.26,72.37,48,111,175,34.8,39.23,240.44,Maize
Maize,7.95,56.02,77,122,146,37.14,54.46,84.45,Wheat
Cotton,8.49,88.82,27,57,144,14.36,89.82,288.76,Peanut
Soybean,6.21,29.8,47,158,53,32.88,86.94,217.89,Wheat
Potato,4.94,16.37,95,168,67,20.35,95.31,473.65,Barley
Tomato,4.62,15.59,164,119,34,36.61,44.62,468.1,Cotton
Maize,7.41,61.2,176,34,87,18.41,50.97,282.74,Wheat
Peanut,8.0,85.14,108,9,168,33.94,21.5,322.17,Sugarcane
Maize,5.38,10.15,175,80,140,20.32,95.44,68.9,Wheat
Maize,5.13,68.06,72,157,160,10.31,46.35,111.66,Wheat
Cotton,4.75,62.57,99,43,14,32.17,52.33,450.36,Peanut
Wheat,7.79,68.58,28,182,190,13.96,92.62,349.58,Soybean
Sugarcane,5.75,38.43,187,70,14,33.08,62.13,94.72,Rice
Wheat,6.11,75.64,156,17,30,42.4,65.29,285.11,Soybean
Soybean,6.51,13.58,57,82,106,43.92,34.1,467.38,Wheat
Peanut,7.86,70.43,47,78,155,18.26,59.89,172.59,Sugarcane
Potato,7.1,31.37,22,85,9,38.32,93.46,92.91,Barley
Barley,6.96,48.15,26,166,56,22.37,64.7,471.01,Potato
Soybean,5.2,75.81,6,41,198,41.52,40.41,230.63,Wheat
Barley,6.55,31.71,48,181,160,37.56,22.49,208.62,Potato
Barley,7.36,24.82,181,123,6,12.59,46.9,133.78,Potato
Potato,8.39,64.51,108,29,132,24.25,65.81,445.79,Barley
Rice,5.31,52.67,67,19,124,21.81,23.41,422.81,Maize
Wheat,4.54,51.15,169,125,118,37.48,68.78,201.5,Soybean
Maize,4.8,30.54,186,95,79,24.36,61.87,15.31,Wheat
Tomato,6.0,12.79,171,124,123,33.96,82.67,223.33,Cotton
Barley,7.78,42.82,153,41,56,31.09,22.31,90.43,Potato
Peanut,4.53,18.52,150,88,71,44.15,82.47,71.37,Sugarcane
Soybean,6.33,82.48,72,86,167,42.82,61.67,196.55,Wheat
Rice,5.82,13.3,100,4,27,24.97,49.64,49.54,Maize
Barley,4.71,44.53,7,49,35,35.33,97.23,478.73,Potato
Rice,6.3,14.18,52,40,55,39.03,32.81,23.77,Maize
Rice,5.52,17.64,141,93,174,41.46,63.31,200.68,Maize
Barley,5.91,62.71,198,166,198,12.38,45.68,81.35,Potato
Cotton,7.32,61.77,134,56,115,20.57,62.2,344.41,Peanut
Sugarcane,6.59,12.64,136,184,167,21.21,64.18,39.41,Rice
Peanut,5.0,10.09,2,164,58,25.21,27.16,273.4,Sugarcane
Maize,8.35,16.31,77,134,170,15.92,72.89,386.55,Wheat
Maize,7.04,71.04,144,132,122,27.37,70.76,475.03,Wheat
Peanut,7.56,56.77,171,50,65,33.21,81.56,349.26,Sugarcane
Cotton,4.82,13.05,85,105,8,27.41,27.25,49.75,Peanut
Maize,4.69,49.05,45,135,133,33.3,43.78,44.26,Wheat
Rice,4.58,66.96,89,183,118,12.33,72.01,365.8,Maize
Potato,5.26,79.52,185,10,121,40.66,30.94,107.66,Barley
Soybean,6.16,84.72,155,149,64,42.87,74.21,223.62,Wheat
Wheat,8.24,36.2,141,97,130,31.63,24.72,488.31,Soybean
Maize,6.33,20.87,8,98,164,40.85,46.79,409.95,Wheat
Peanut,5.66,28.95,114,138,126,14.6,87.74,423.3,Sugarcane
Potato,6.75,72.09,153,187,86,37.91,81.94,430.38,Barley
Barley,4.95,87.72,129,95,32,14.17,71.58,309.77,Potato
Sugarcane,6.94,47.31,74,105,136,24.28,89.64,371.97,Rice
Peanut,6.77,34.43,80,142,52,21.33,76.74,179.48,Sugarcane
Rice,7.67,44.34,127,165,91,30.5,61.55,499.22,Maize
Sugarcane,8.45,34.39,33,0,50,20.55,98.38,139.81,Rice
Soybean,5.5,30.52,146,45,70,32.31,75.59,295.0,Wheat
Soybean,6.54,57.5,38,87,153,22.86,68.11,141.03,Wheat
Cotton,8.14,11.26,12,170,143,40.13,52.71,56.04,Peanut
Tomato,7.64,30.76,132,21,39,32.19,92.19,283.79,Cotton
Cotton,6.45,62.91,49,2,178,17.54,43.66,176.67,Peanut
Potato,8.28,12.57,22,141,38,21.76,20.74,291.61,Barley
Sugarcane,4.73,16.66,121,129,182,39.66,35.74,279.34,Rice
Tomato,8.22,33.47,119,60,163,23.53,28.76,271.13,Cotton
Barley,4.7,80.22,87,159,120,28.75,45.52,61.65,Potato
Rice,6.69,71.19,156,37,192,32.71,86.07,220.09,Maize
Sugarcane,8.06,11.77,111,45,84,22.17,72.12,406.0,Rice
Cotton,5.55,50.14,110,169,172,20.29,33.52,157.57,Peanut
Wheat,6.39,31.97,71,133,136,26.63,83.11,221.92,Soybean
Tomato,5.8,61.89,153,40,36,17.52,60.34,246.92,Cotton
Tomato,8.31,67.72,56,152,86,19.95,61.02,431.37,Cotton
Rice,7.79,79.03,0,138,128,12.17,48.97,327.8,Maize
Maize,7.34,48.03,155,109,193,20.64,89.17,50.1,Wheat
Soybean,6.85,89.56,112,40,62,21.22,45.47,432.59,Wheat
Soybean,7.78,88.4,61,198,42,43.66,27.53,416.03,Wheat
Wheat,6.07,80.57,46,56,155,30.64,44.22,376.82,Soybean
Potato,6.29,55.99,77,173,99,37.56,77.23,233.03,Barley
Potato,7.42,41.84,105,122,158,11.59,72.61,378.77,Barley
Barley,5.93,39.15,186,85,104,13.73,35.04,239.37,Potato
Sugarcane,4.76,10.97,158,175,196,38.51,28.94,368.31,Rice
Peanut,4.8,29.93,197,62,7,31.82,72.87,440.06,Sugarcane
Maize,4.96,67.5,125,38,161,16.68,74.11,445.27,Wheat
Cotton,7.98,58.29,176,137,48,24.17,49.29,227.29,Peanut
Peanut,6.39,83.31,4,197,95,28.85,87.42,429.67,Sugarcane
Peanut,7.35,14.0,30,192,185,39.53,98.26,50.73,Sugarcane
Tomato,6.07,22.42,36,186,122,12.11,36.45,50.91,Cotton
Wheat,5.53,73.14,78,163,46,30.89,66.17,274.13,Soybean
Soybean,5.89,38.68,142,26,24,35.1,20.43,325.92,Wheat
Barley,7.68,19.47,51,182,130,44.23,77.04,76.5,Potato
Potato,7.0,89.72,196,197,172,38.25,53.14,236.09,Barley
Wheat,8.25,72.98,138,80,113,19.67,35.46,47.18,Soybean
Tomato,7.22,42.7,42,180,179,34.84,80.18,301.05,Cotton
Cotton,6.78,75.87,197,106,98,36.71,84.85,427.55,Peanut
Barley,6.94,64.45,150,187,95,35.54,28.89,368.82,Potato
Tomato,8.27,73.2,39,188,33,38.71,23.28,189.15,Cotton
Soybean,7.65,75.22,62,35,196,41.63,46.73,496.9,Wheat
Soybean,4.6,16.78,129,84,108,13.45,70.08,331.47,Wheat
Soybean,6.64,59.84,86,154,91,13.67,83.47,407.62,Wheat
Wheat,7.25,10.54,72,168,7,37.87,63.68,334.85,Soybean
Wheat,7.49,13.48,174,27,154,18.83,66.46,494.71,Soybean
Potato,5.35,82.32,103,15,62,12.05,83.99,410.68,Barley
Potato,7.97,52.21,157,34,81,24.04,62.31,259.71,Barley
Cotton,8.32,68.87,15,163,24,38.7,68.89,183.44,Peanut
Barley,5.45,77.08,58,183,185,14.43,61.3,341.08,Potato
Rice,8.03,85.97,46,98,175,33.51,90.44,295.11,Maize
Rice,4.89,79.55,115,146,128,10.13,38.84,314.68,Maize
Tomato,4.72,48.66,157,184,7,13.84,41.12,171.51,Cotton
Soybean,5.02,36.88,108,121,123,22.28,30.24,214.36,Wheat
Barley,4.73,22.36,8,160,148,12.93,85.56,279.05,Potato
Peanut,7.88,42.03,64,22,97,39.61,52.94,419.64,Sugarcane
Wheat,4.74,39.32,58,118,100,40.24,47.83,381.45,Soybean
Sugarcane,5.59,54.77,101,62,110,36.44,98.51,59.33,Rice
Maize,4.92,63.24,191,69,156,18.49,94.14,122.78,Wheat
Cotton,5.68,88.27,135,149,157,28.31,97.76,13.33,Peanut
Soybean,4.86,68.27,122,194,2,16.45,31.38,3.98,Wheat
Soybean,7.17,61.5,179,79,134,19.84,91.3,112.19,Wheat
Soybean,5.03,36.81,145,58,99,28.06,46.3,399.66,Wheat
Wheat,7.91,12.76,90,152,10,35.73,21.01,452.37,Soybean
Wheat,7.77,33.05,95,16,159,13.31,51.3,195.88,Soybean
Maize,4.55,71.48,57,38,58,20.38,60.74,281.6,Wheat
Peanut,8.08,26.42,176,76,139,42.43,28.66,353.03,Sugarcane
Barley,4.62,66.98,31,91,78,25.02,63.01,476.47,Potato
Soybean,5.46,56.38,47,166,37,42.86,85.56,456.47,Wheat
Rice,4.63,23.75,44,23,121,44.7,50.21,28.6,Maize
Potato,5.84,30.93,181,165,151,28.43,48.21,124.08,Barley
Rice,6.56,49.7,99,87,64,20.08,47.1,24.57,Maize
Tomato,7.69,43.47,99,184,145,37.68,93.85,308.27,Cotton
Rice,5.85,72.29,45,43,45,15.58,23.9,355.25,Maize
Tomato,7.32,68.75,158,35,124,18.82,55.61,154.14,Cotton
Sugarcane,5.25,55.97,164,98,55,37.47,41.17,426.93,Rice
Potato,7.5,75.78,143,69,190,25.18,91.5,226.41,Barley
Rice,5.44,55.01,173,121,6,17.05,27.68,499.19,Maize
Sugarcane,5.07,87.15,125,123,104,32.79,52.92,0.2,Rice
Cotton,5.24,27.38,45,79,193,35.65,52.55,54.74,Peanut
Barley,5.23,67.13,120,44,39,14.38,91.07,150.9,Potato
Sugarcane,6.55,39.6,87,153,181,19.69,37.24,12.75,Rice
Barley,7.88,32.32,60,138,158,17.74,71.59,391.17,Potato
Rice,4.82,24.43,45,179,96,23.29,30.75,26.39,Maize
Peanut,7.33,54.2,178,152,51,36.72,96.32,374.49,Sugarcane
Sugarcane,7.12,27.24,189,30,30,34.98,67.44,26.28,Rice
Potato,7.99,26.03,162,84,161,33.19,70.1,126.36,Barley
Rice,5.48,89.24,80,44,6,10.22,54.7,420.64,Maize
Soybean,6.3,74.14,169,114,143,14.98,47.38,475.55,Wheat
Wheat,8.2,69.86,44,66,149,17.82,37.01,207.26,Soybean
Sugarcane,7.14,73.52,117,75,180,19.52,68.32,484.97,Rice
Potato,6.06,87.51,195,39,90,15.12,96.36,313.44,Barley
Cotton,5.03,55.86,46,173,16,24.36,48.78,207.92,Peanut
Soybean,5.55,27.62,157,181,124,12.63,90.65,401.4,Wheat
Cotton,6.82,78.98,151,40,3,36.25,31.9,147.66,Peanut
Rice,7.37,69.42,193,119,188,37.57,94.89,132.9,Maize
Wheat,5.0,43.14,170,80,121,30.1,48.04,328.27,Soybean
Sugarcane,6.9,47.89,161,37,98,13.14,50.38,195.24,Rice
Sugarcane,6.7,42.9,22,99,179,41.15,57.03,67.96,Rice
Peanut,6.56,84.4,60,163,162,43.8,77.46,33.48,Sugarcane
Peanut,7.26,37.48,164,171,171,17.08,77.57,393.92,Sugarcane
Rice,7.85,87.08,12,56,142,34.66,58.37,337.96,Maize
Rice,5.79,82.82,198,65,60,39.47,61.85,205.9,Maize
Wheat,8.06,60.44,6,29,171,28.89,22.4,448.11,Soybean
Peanut,5.14,56.39,169,9,20,21.32,44.34,205.43,Sugarcane
Potato,5.19,39.61,165,60,76,26.75,47.68,355.15,Barley
Potato,5.57,11.47,179,190,46,27.93,64.7,454.56,Barley
Wheat,4.98,20.21,171,35,74,24.02,64.66,420.36,Soybean
Potato,5.42,70.34,191,53,48,42.54,76.79,255.55,Barley
Tomato,4.93,47.72,140,96,180,36.04,77.36,340.32,Cotton
Barley,7.79,21.99,27,192,26,18.45,38.82,206.83,Potato
Wheat,5.06,31.12,95,3,30,30.49,81.61,323.6,Soybean
Wheat,7.49,85.83,106,182,171,34.1,21.57,128.78,Soybean
Maize,4.69,39.37,97,53,31,14.91,77.29,217.37,Wheat
Soybean,8.29,82.61,111,110,157,22.54,28.16,104.77,Wheat
Soybean,7.34,34.37,0,90,17,41.69,78.37,19.09,Wheat
Tomato,4.53,53.46,42,88,124,29.85,62.17,294.27,Cotton
Peanut,7.56,11.64,41,63,62,17.59,54.98,432.21,Sugarcane
Rice,6.56,51.75,94,118,127,14.3,75.25,12.79,Maize
Rice,7.62,60.96,177,91,15,28.14,22.91,98.01,Maize
Cotton,6.59,28.74,187,149,162,29.17,37.88,230.09,Peanut
Tomato,7.06,56.31,128,152,189,21.7,69.32,332.95,Cotton
Wheat,7.65,61.77,50,80,136,32.06,87.78,85.61,Soybean
Tomato,6.12,64.95,143,58,61,12.4,50.49,28.35,Cotton
Tomato,4.51,72.11,166,184,38,15.08,40.7,259.52,Cotton
Tomato,7.9,34.91,14,181,178,29.12,61.5,409.35,Cotton
Soybean,6.02,55.42,124,43,114,12.16,69.79,17.62,Wheat
Tomato,6.48,88.53,160,179,137,40.83,53.61,174.68,Cotton
Barley,4.53,81.85,86,75,179,14.98,90.14,331.76,Potato
Rice,6.47,86.21,52,143,139,33.59,61.88,65.37,Maize
Cotton,8.45,40.89,144,100,71,23.69,22.87,117.97,Peanut
Barley,5.61,72.95,88,124,61,23.99,37.84,267.75,Potato
Cotton,6.08,59.59,105,15,130,36.77,56.05,476.62,Peanut
Maize,7.25,16.62,5,54,82,27.48,75.82,143.67,Wheat
Cotton,7.76,75.92,30,188,122,35.4,37.58,243.76,Peanut
Rice,6.17,64.17,196,94,138,27.68,98.1,199.97,Maize
Rice,5.74,25.91,39,78,135,30.75,45.48,448.7,Maize
Tomato,8.25,16.38,157,76,108,36.63,62.6,35.94,Cotton
Sugarcane,7.21,76.96,68,39,121,31.26,21.52,283.07,Rice
Maize,4.98,16.31,134,20,150,31.55,90.79,423.06,Wheat
Wheat,4.78,17.31,12,65,118,37.62,83.11,494.06,Soybean
Potato,6.43,44.19,3,135,137,43.22,35.64,349.36,Barley
Cotton,5.38,20.78,177,198,17,23.19,94.66,189.97,Peanut
Sugarcane,5.52,83.09,2,9,75,30.2,45.27,205.91,Rice
Tomato,8.01,47.62,139,184,166,13.02,75.37,175.84,Cotton
Soybean,4.86,55.53,64,131,153,22.56,85.52,301.81,Wheat
Wheat,7.36,84.25,26,42,10,24.42,79.27,369.7,Soybean
Peanut,5.58,52.42,106,104,137,39.23,93.41,409.73,Sugarcane
Sugarcane,7.54,38.29,49,62,130,27.97,89.14,208.3,Rice
Soybean,7.39,73.77,16,170,61,35.59,99.57,358.35,Wheat
Maize,4.53,45.43,199,194,70,10.67,34.61,458.11,Wheat
Tomato,6.54,35.48,31,81,60,26.26,44.38,460.41,Cotton
Wheat,5.06,67.86,178,50,131,41.55,70.9,352.01,Soybean
Wheat,7.96,74.13,16,55,60,17.85,78.64,318.45,Soybean
Wheat,7.99,73.34,33,170,135,11.1,62.77,265.76,Soybean
Maize,6.17,88.21,34,151,101,25.17,25.91,91.6,Wheat
Cotton,6.28,72.93,151,33,12,34.66,87.33,61.81,Peanut
Peanut,5.71,71.59,181,58,11,25.91,96.87,242.86,Sugarcane
Maize,7.37,78.6,145,129,34,26.1,52.44,79.72,Wheat
Potato,5.93,10.01,49,129,181,33.44,37.98,288.5,Barley
Peanut,5.57,38.99,173,137,50,18.9,21.55,322.85,Sugarcane
Rice,6.23,69.01,175,150,42,36.32,38.98,262.81,Maize
Tomato,4.87,57.98,102,142,110,15.36,75.99,18.21,Cotton
Maize,7.49,24.21,32,117,65,23.85,92.93,28.86,Wheat
Soybean,4.55,34.3,88,127,14,32.96,27.48,56.67,Wheat
Peanut,7.08,36.94,154,16,176,38.99,64.26,76.82,Sugarcane
Potato,5.23,55.43,128,81,161,37.7,75.64,494.94,Barley
Rice,5.43,76.53,84,13,38,35.26,42.11,172.25,Maize
Cotton,7.04,84.6,58,80,25,22.57,65.59,145.99,Peanut
Soybean,8.47,70.01,9,122,111,14.28,77.22,26.13,Wheat
Peanut,7.61,77.44,152,15,196,17.59,87.02,317.66,Sugarcane
Tomato,5.4,47.61,56,31,175,40.27,56.2,326.1,Cotton
Soybean,5.2,41.18,65,22,50,40.01,79.83,87.72,Wheat
Rice,7.96,41.42,118,101,110,43.3,44.14,459.62,Maize
Soybean,6.28,59.28,111,161,131,12.66,37.04,400.25,Wheat
Barley,5.05,19.94,14,97,97,28.79,34.99,115.16,Potato
Sugarcane,7.95,56.36,155,143,154,32.7,48.71,242.92,Rice
Cotton,7.76,63.21,12,161,118,34.87,22.87,229.2,Peanut
Rice,8.44,45.11,113,103,169,32.54,42.64,174.26,Maize
Soybean,8.14,86.25,117,125,55,36.95,72.18,408.82,Wheat
Sugarcane,7.91,58.66,141,198,68,22.58,71.83,54.63,Rice
Sugarcane,4.71,27.6,113,160,145,16.28,25.88,207.66,Rice
Soybean,4.92,48.34,193,67,188,17.16,42.99,214.02,Wheat
Tomato,6.78,64.03,33,170,3,10.42,65.56,234.36,Cotton
Barley,6.63,35.89,100,63,128,22.26,45.48,430.67,Potato
Maize,6.33,16.37,24,70,49,13.21,53.44,109.08,Wheat
Barley,6.09,56.67,111,17,83,21.25,77.02,51.46,Potato
Soybean,6.22,85.83,53,195,69,31.99,20.74,308.9,Wheat
Cotton,6.78,48.81,11,112,147,41.31,42.11,86.92,Peanut
Maize,4.51,82.49,125,124,19,39.39,31.39,37.47,Wheat
Rice,5.54,76.8,136,126,173,18.84,30.21,213.32,Maize
Barley,6.57,21.79,30,60,26,14.69,96.72,109.82,Potato
Soybean,7.39,66.65,77,74,25,16.76,50.12,180.61,Wheat
Barley,5.2,44.84,52,106,159,43.98,62.17,129.86,Potato
Maize,6.69,30.02,111,147,9,29.23,78.71,46.32,Wheat
Potato,7.36,64.96,42,138,81,16.39,23.8,280.17,Barley
Peanut,6.28,69.41,165,173,104,39.43,39.28,13.51,Sugarcane
Barley,4.61,24.39,41,191,139,23.83,86.57,483.19,Potato
Rice,6.3,83.16,123,80,87,41.47,88.96,170.67,Maize
Rice,5.69,70.09,199,105,23,19.12,49.84,347.58,Maize
Wheat,8.22,84.67,175,27,116,23.76,49.99,405.18,Soybean
Barley,5.0,35.37,66,175,178,27.67,80.55,139.55,Potato
Peanut,7.11,85.15,65,162,165,41.24,43.61,374.37,Sugarcane
Tomato,4.71,39.48,143,7,45,40.41,29.37,416.21,Cotton
Sugarcane,6.28,14.32,82,90,135,30.1,40.6,120.66,Rice
Peanut,6.72,71.04,93,149,54,17.76,50.99,496.25,Sugarcane
Sugarcane,5.69,66.28,104,120,77,24.12,24.18,10.34,Rice
Sugarcane,6.32,57.83,143,151,158,44.15,58.29,108.5,Rice
Potato,5.15,49.19,30,65,87,31.27,79.2,390.01,Barley
Wheat,5.72,12.57,117,94,15,37.34,61.1,97.07,Soybean
Peanut,6.98,59.97,185,63,147,25.75,25.75,349.13,Sugarcane
Peanut,5.71,43.35,27,64,37,28.62,55.21,427.77,Sugarcane
Potato,8.1,54.82,3,124,110,25.01,76.71,479.61,Barley
Barley,7.01,44.35,137,13,14,34.6,24.65,237.12,Potato
Barley,6.25,87.28,178,24,77,39.8,24.79,485.55,Potato
Barley,4.66,58.33,17,99,75,27.76,49.65,205.81,Potato
Cotton,6.5,69.94,46,104,161,26.83,35.6,109.06,Peanut
Sugarcane,7.56,84.91,159,130,71,21.91,94.78,256.96,Rice
Cotton,5.56,57.33,157,132,18,16.2,66.51,324.91,Peanut
Wheat,7.73,10.97,163,64,196,42.87,42.99,228.98,Soybean
Potato,5.51,12.74,8,181,119,21.06,76.38,283.49,Barley
Peanut,7.79,66.19,163,18,62,38.02,49.99,208.2,Sugarcane
Sugarcane,4.84,32.33,28,105,104,35.04,30.57,262.38,Rice
Cotton,7.96,56.35,143,53,31,37.68,38.98,476.3,Peanut
Cotton,6.5,26.18,91,137,109,42.79,71.42,249.92,Peanut
Soybean,5.69,31.62,148,143,164,31.82,24.15,126.59,Wheat
Cotton,5.56,50.37,63,103,193,41.43,41.82,379.37,Peanut
Tomato,6.23,88.05,110,173,6,15.87,36.66,168.79,Cotton
Peanut,8.5,59.3,193,156,175,31.93,36.09,408.1,Sugarcane
Tomato,5.38,84.89,123,14,138,37.03,74.62,28.42,Cotton
Peanut,4.91,86.75,186,47,86,19.51,86.07,166.09,Sugarcane
Potato,6.84,26.65,109,138,30,35.93,77.27,47.18,Barley
Peanut,6.45,34.9,117,33,171,37.25,71.66,42.66,Sugarcane
Tomato,6.6,71.6,155,163,44,39.09,93.32,329.19,Cotton
Peanut,7.17,79.34,182,157,199,20.95,24.67,192.67,Sugarcane
Potato,5.57,51.54,99,98,55,33.86,33.4,435.74,Barley
Potato,8.14,89.46,30,18,159,20.65,53.15,258.2,Barley
Wheat,6.24,10.93,160,195,148,35.87,49.8,147.67,Soybean
Peanut,5.02,33.97,187,69,30,26.2,53.44,360.44,Sugarcane
Soybean,7.47,59.85,168,114,0,30.91,36.52,312.01,Wheat
Barley,7.07,47.54,80,160,138,24.55,31.96,399.8,Potato
Rice,5.76,19.33,45,95,92,15.67,60.74,321.79,Maize
Potato,6.99,39.42,48,74,67,16.23,94.24,83.51,Barley
Maize,5.38,12.04,192,149,35,12.71,51.36,335.16,Wheat
Barley,6.28,61.42,41,35,78,31.63,23.47,195.77,Potato
Sugarcane,8.1,81.42,150,150,186,39.7,76.49,231.57,Rice
Peanut,5.03,80.79,111,62,66,10.73,43.29,460.78,Sugarcane
Tomato,6.05,65.96,26,153,183,12.32,39.61,179.98,Cotton
